F.I.SH,HEMIS Login,Fakultet,Universitet,Ro'yxatdan o'tgan vaqti
TOJIDDINOVA SEVINCH MUXAMMADALI QIZI,395241101444,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:42:36
TO‘LANOVA DILNOZAXON SANJARBEK QIZI,395251100803,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:28:39
TO`LQINOVA E`ZOZA BAXROM QIZI,395251101556,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:47:44
TOSHBOLTAYEVA NURJONA ALISHER QIZI,395241100501,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 07:44:04
TOSHNIYOZOV FAYYOZBEK KAMOLIDDIN O‘G‘LI,395231100327,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:08:51
TOSHTEMIROVA BAHORA IKROM QIZI,395251100587,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:50:35
TOSHTURDIYEVA RAYHONA BOTIR QIZI,395251101636,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 02:16:50
TOXIRJONOV FAYOZBEK AZIZBEK O‘G‘LI,395251101374,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-03 07:53:03
TO‘YCHIYEVA MARJONA ZUXRIDDIN QIZI,395251100945,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:51:18
TO‘YCHIYEVA SEVINCH BAHODIR QIZI,395251101025,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 20:25:45
TO‘YLIYEVA RUXSHONA UMIDOVNA,395251101011,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:38:49
TRAPOVA MA’MURA MANSUROVNA,395251101802,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:03:42
TUFLIYEVA FARANGIZ SOBIR QIZI,395251101743,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:49:14
TURAYEVA DILNORA XAYRULLA QIZI,395241100541,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 15:37:17
TURDIMURODOVA BAHORA AKTAM QIZI,395251101861,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 08:26:01
TURG‘UNBOYEVA IRODA SOBIR QIZI,395251100696,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:06:22
TURG‘UNOVA MADINA ABDURASHIT QIZI,395241100463,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:19:16
TURG‘UNPO‘LATOVA SABOHAT MUHAMMADJON QIZI,395241101208,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:48:42
TURKMANOVA SADOQAT ZAREF QIZI,395251101781,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:59:10
TUROPOVA SEVINCH SHUXRAT QIZI,395251101787,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:10:54
TURSUNALIYEVA ODINAXON TURSUNALI QIZI,395251100186,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:21:22
TURSUNBOYEVA DILNOZA BAXODIR QIZI,395251100578,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:23:00
TURSUNOVA SHODIYA MUSURMON QIZI,395251101538,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:33:14
TURSUNOVA SOLIHABONU VOHID QIZI,395251100739,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:28:59
TURSUNPULOTOVA FOTIMA O‘LMAS QIZI,395241101185,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:49:39
UMIDOVA ZILOLA BAHODIR QIZI,395251101986,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:36:24
UMIRZOQOVA KIBORA ISOMIDDIN QIZI,395251101771,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:52:58
UROLOVA OQILA BEKZOD QIZI,395251101769,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:21:21
UROQOVA CHAROS IXTIYOR QIZI,395251100944,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 18:18:28
USMONALIYEVA DILCHEHRA ORTIQ QIZI,395251100507,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:19:15
UTEULIYEVA MUNISA KAMILJAN KIZI,395251102099,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:37:47
UZOQOVA GULZIRA SUNAT QIZI,395251101474,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:12:17
VALIYEVA MAFTUNAXON ELDORJON QIZI,395251101839,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:54:05
XABIBULLAYEVA DIYORA SHERZOD QIZI,395251100713,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 09:54:51
XABIBULLAYEVA SAODAT XAMIDULLA QIZI,395251101539,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:41:12
XADJIBAYEVA DINARA DILSHOD QIZI,395251100610,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:34:14
XAMIDULLAYEVA DURDONA ALISHER QIZI,395241101170,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:50:27
XASANBOYEVA NAFOSAT SOHIBJON QIZI,395251101227,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 08:50:47
XASANOVA ODINABONU ELDORBEK QIZI,395251100809,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:30:57
XAYRIDDINOVA LAYLO JAMOLIDDIN QIZI,395251101107,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:48:47
XAYRULLAYEVA SABRINA UROL QIZI,395251101552,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:59:29
XAYTMUROTOVA DILAFRUZ RUSTAM KIZI,395251100077,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:09:51
XOLBOZOROVA SHIRINOY SHERZOD QIZI,395241100538,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:34:34
XOLDAROVA MUNISAXON MUXAMMADJON QIZI,395251100987,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 18:51:47
XOLDAROVA RAYXONA ELYOR QIZI,395251101717,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:19:08
XUDAYAROVA IRODA SHAMSIDDIN QIZI,395251100720,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:38:28
XUDOYBERGANOVA SEVARA UTKIR QIZI,395251100910,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:25:22
XUDOYBERGANOVA SUMAYYA MADYOR QIZI,395251101824,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:48:52
XUDOYQULOVA DILNOZA BEKZOD QIZI,395251100867,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-06 14:19:47
XURRAMOVA SHABNAMOY NODIR QIZI,395251101419,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:27:19
XURSANOVA OHISTABONU ZAXID QIZI,395251100838,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 10:34:24
XURSANOV VOXID IKROM O‘G‘LI,395231100330,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 17:00:00
XUSANBOYEVA SHAXLO ERGASH QIZI,395251100704,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:46:17
XUSANOV MIRYOSINXON SHERXON O‘G‘LI,395211101013,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 06:01:48
XUSHVAKOVA SHABNAM YASHIN QIZI,395251102113,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 02:03:47
XUSNIDINOVA SARVINOZ OLOVUDDIN QIZI,395251101585,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 16:26:04
YO‘LCHIYEVA OZODA JAMOLIDDIN QIZI,395251100202,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:30:16
YO‘LDOSHBOYEVA SEVINCH ILHOM QIZI,395241101192,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:34:45
YO‘LDOSHEVA AZIZAXON TOHIR QIZI,395251101637,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 06:34:41
YO‘LDOSHEVA OLMAGUL ILHOMBOY QIZI,395251101803,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:22:49
YO‘LDOSHOVA GULSANAM OLIMJON QIZI,395251100917,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:40:30
YOQUBJONOVA XADICHA TOXIR QIZI,395251101759,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:16:08
YULDASHEV IBROXIMJON ILXOMJON O‘G‘LI,395251100767,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-08 05:33:45
YULDOSHEVA FARANGIZ AHMAD QIZI,395251101846,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:44:57
YULDOSHEVA O‘G‘ILSHOD JUMANAZAROVNA,395251101545,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:39:32
YUSUPOVA GULSANAM DILSHOD QIZI,395251100729,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:29:55
YUSUPOVA MASHHURA BAHROMJON QIZI,395251100827,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 12:18:06
ZAMONOVA FARANGIZ OTABEK QIZI,395251101815,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 11:10:04
ZIYODULLAYEVA SITORA ARSLON QIZI,395251100796,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:08:59
ZOKIROVA MALIKA JAHONGIR QIZI,395251100806,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:30:17
ZOKIROVA SHABNAM ZOKIROVNA,395251100908,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 19:23:41
ZOKIROVA SHAHNOZA ROZIQ QIZI,395251100886,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 13:22:29
ZOYIROVA FERUZA ZOXID QIZI,395241101326,Xalqaro munosabatlar va ijtimoiy-gumanitar fanlar fakulteti,O‘zbekiston jurnalistika va ommaviy kommunikatsiyalar universiteti,2026-02-07 14:28:21
